CID,BDATE,GEN
NASAW00019231,1969-04-11,Female
NASAW00019232,1970-11-09,Female
NASAW00019233,1970-05-02,Male
NASAW00019234,1983-05-13,Male
NASAW00019235,1978-02-02,Female
NASAW00019236,1978-02-09,Female
NASAW00019237,1978-10-15,Female
NASAW00019238,1984-02-04,Female
NASAW00019239,1979-04-17,Male
NASAW00019240,1978-10-18,Female
NASAW00019241,1978-12-31,Female
NASAW00019242,1979-05-04,Male
NASAW00019243,1984-04-24,Male
NASAW00019244,1984-06-04,Male
NASAW00019245,1982-02-23,Male
NASAW00019246,1977-02-05,Male
NASAW00019247,1979-05-04,Female
NASAW00019248,1978-08-22,Female
NASAW00019249,1967-06-02,Male
NASAW00019250,1966-07-02,Female
NASAW00019251,1966-08-07,Male
NASAW00019252,1961-08-27,Female
NASAW00019253,1967-03-19,Female
NASAW00019254,1962-05-07,Male
NASAW00019255,1960-08-13,Male
NASAW00019256,1966-03-07,Female
NASAW00019257,1965-01-12,Female
NASAW00019258,1976-05-13,Male
NASAW00019259,1942-07-22,Female
NASAW00019260,1945-01-04,Female
NASAW00019261,1945-11-23,Female
NASAW00019262,1948-05-26,Female
NASAW00019263,1948-05-06,Female
NASAW00019264,1986-03-21,Male
NASAW00019265,1984-08-22,Male
NASAW00019266,1985-04-04,Male
NASAW00019267,1984-08-05,Male
NASAW00019268,1984-05-10,Female
NASAW00019269,1982-09-20,Female
NASAW00019270,1985-06-24,Male
NASAW00019271,1983-11-12,Male
NASAW00019272,1948-07-18,Male
NASAW00019273,1948-07-23,Female
NASAW00019274,1948-07-08,Female
NASAW00019275,1972-12-17,Male
NASAW00019276,1972-08-06,Male
NASAW00019277,1966-01-24,Male
NASAW00019278,1966-01-10,Male
NASAW00019279,1965-09-02,Male
NASAW00019280,1969-08-23,Male
NASAW00019281,1969-04-13,Female
NASAW00019282,1980-04-30,Female
NASAW00019283,1964-01-08,Male
NASAW00019284,1969-04-06,Female
NASAW00019285,1971-08-08,Female
NASAW00019286,1965-08-30,Female
NASAW00019287,1970-07-23,Male
NASAW00019288,1964-12-04,Female
NASAW00019289,1970-10-22,Male
NASAW00019290,1974-10-30,Male
NASAW00019291,1981-11-22,Female
NASAW00019292,1981-12-03,Male
NASAW00019293,1976-02-25,Female
NASAW00019294,1976-03-06,Male
NASAW00019295,1975-01-23,Female
NASAW00019296,1974-07-04,Male
NASAW00019297,1975-02-18,Male
NASAW00019298,1986-04-06,Female
NASAW00019299,1980-10-08,Female
NASAW00019300,1957-10-08,Male
NASAW00019301,1957-08-29,Female
NASAW00019302,1962-08-07,Male
NASAW00019303,1957-04-09,Male
NASAW00019304,1959-01-07,Female
NASAW00019305,1973-08-21,Female
NASAW00019306,1973-08-13,Female
NASAW00019307,1974-03-08,Male
NASAW00019308,1973-10-16,Female
NASAW00019309,1974-05-22,Male
NASAW00019310,1979-04-13,Female
NASAW00019311,1973-09-23,Female
NASAW00019312,1973-07-18,Female
NASAW00019313,1972-09-07,Male
NASAW00019314,1978-03-12,Male
NASAW00019315,1973-03-02,Male
NASAW00019316,1978-05-20,Male
NASAW00019317,1978-03-12,Female
NASAW00019318,1972-11-29,Male
NASAW00019319,1978-01-29,Male
NASAW00019320,1972-05-02,Female
NASAW00019321,1977-08-08,Male
NASAW00019322,1977-04-13,Male
NASAW00019323,1983-09-06,Male
NASAW00019324,1973-04-08,Female
NASAW00019325,1972-09-11,Female
NASAW00019326,1983-03-10,Male
NASAW00019327,1972-01-31,Female
NASAW00019328,1970-09-10,Male
NASAW00019329,1971-04-19,Female
NASAW00019330,1970-09-30,Male
NASAW00019331,1976-08-30,Male
NASAW00019332,1976-07-14,Male
NASAW00019333,1971-01-11,Female
NASAW00019334,1975-04-03,Female
NASAW00019335,1970-02-14,Male
NASAW00019336,1969-09-07,Male
NASAW00019337,1975-12-12,Female
NASAW00019338,1971-10-04,Female
NASAW00019339,1971-12-21,Male
NASAW00019340,1971-08-15,Female
NASAW00019341,1972-02-21,Male
NASAW00019342,1974-04-05,Female
NASAW00019343,1969-01-30,Male
NASAW00019344,1974-12-16,Female
NASAW00019345,1976-08-18,Female
NASAW00019346,1976-10-11,Female
NASAW00019347,1971-03-04,Male
NASAW00019348,1970-09-15,Female
NASAW00019349,1975-08-09,Male
NASAW00019350,1980-09-13,Female
NASAW00019351,1968-10-19,Male
NASAW00019352,1969-05-11,Male
NASAW00019353,1974-08-09,Female
NASAW00019354,1982-08-29,Female
NASAW00019355,1982-08-08,Male
NASAW00019356,1982-05-10,Male
NASAW00019357,1985-05-25,Male
NASAW00019358,1983-12-16,Male
NASAW00019359,1969-02-16,Male
NASAW00019360,1968-10-01,Female
NASAW00019361,1969-03-24,Female
NASAW00019362,1974-08-09,Male
NASAW00019363,1967-12-02,Female
NASAW00019364,1973-10-16,Male
NASAW00019365,1967-12-31,Male
NASAW00019366,1967-10-01,Female
NASAW00019367,1984-02-14,Male
NASAW00019368,1983-09-23,Female
NASAW00019369,1983-09-30,Male
NASAW00019370,1982-12-22,Male
NASAW00019371,1982-12-05,Male
NASAW00019372,1981-12-16,Female
NASAW00019373,1982-03-12,Female
NASAW00019374,1980-09-29,Female
NASAW00019375,1981-05-27,Male
NASAW00019376,1981-10-26,Female
NASAW00019377,1981-08-25,Male
NASAW00019378,1981-10-30,Male
NASAW00019379,1980-05-22,Female
NASAW00019380,1981-01-07,Male
NASAW00019381,1980-07-11,Female
NASAW00019382,1981-04-23,Male
NASAW00019383,1978-08-31,Male
NASAW00019384,1979-03-05,Male
NASAW00019385,1984-01-20,Female
NASAW00019386,1979-12-23,Male
NASAW00019387,1979-09-22,Female
NASAW00019388,1986-01-24,Male
NASAW00019389,1983-11-13,Male
NASAW00019390,1984-04-01,Male
NASAW00019391,1984-03-31,Male
NASAW00019392,1983-08-16,Male
NASAW00019393,1967-05-17,Male
NASAW00019394,1966-12-14,Male
NASAW00019395,1965-11-29,Male
NASAW00019396,1965-09-08,Female
NASAW00019397,1971-08-24,Male
NASAW00019398,1966-04-08,Male
NASAW00019399,1966-04-09,Male
NASAW00019400,1972-09-07,Male
NASAW00019401,1972-12-09,Male
NASAW00019402,1972-12-18,Male
NASAW00019403,1972-12-01,Female
NASAW00019404,1934-02-12,Female
NASAW00019405,1971-08-17,Female
NASAW00019406,1971-10-05,Female
NASAW00019407,1965-08-05,Female
NASAW00019408,1965-07-20,Female
NASAW00019409,1965-08-08,Female
NASAW00019410,1964-08-03,Female
NASAW00019411,1964-09-29,Female
NASAW00019412,1965-03-26,Male
NASAW00019413,1964-03-04,Male
NASAW00019414,1974-10-20,Female
NASAW00019415,1971-06-10,Male
NASAW00019416,1965-07-20,Female
NASAW00019417,1965-04-06,Female
NASAW00019418,1964-12-08,Male
NASAW00019419,1976-02-19,Female
NASAW00019420,1964-12-16,Male
NASAW00019421,1976-03-08,Male
NASAW00019422,1976-05-18,Female
NASAW00019423,1976-02-04,Female
NASAW00019424,1975-01-12,Male
NASAW00019425,1975-02-25,Male
NASAW00019426,1975-12-12,Male
NASAW00019427,1975-09-09,Male
NASAW00019428,1981-04-23,Male
NASAW00019429,1976-03-04,Male
NASAW00019430,1926-01-10,Female
NASAW00019431,1975-02-16,Female
NASAW00019432,1980-09-09,Male
NASAW00019433,1975-06-01,Female
NASAW00019434,1980-07-18,Male
NASAW00019435,1980-07-16,Male
NASAW00019436,1975-03-31,Male
NASAW00019437,1980-05-21,Female
NASAW00019438,1980-09-16,Female
NASAW00019439,1974-09-11,Male
NASAW00019440,1974-12-23,Female
NASAW00019441,1974-07-17,Male
NASAW00019442,1985-10-21,Male
NASAW00019443,1962-09-30,Male
NASAW00019444,1973-08-31,Female
NASAW00019445,1973-08-07,Female
NASAW00019446,1973-10-06,Female
NASAW00019447,1973-12-20,Female
NASAW00019448,1972-09-03,Female
NASAW00019449,1932-02-10,Male
NASAW00019450,1972-08-17,Male
NASAW00019451,1972-03-20,Male
NASAW00019452,1972-12-17,Male
NASAW00019453,1978-05-07,Female
NASAW00019454,1973-02-13,Male
NASAW00019455,1972-11-29,Male
NASAW00019456,1933-01-23,Male
NASAW00019457,1933-01-16,Female
NASAW00019458,1972-04-21,Male
NASAW00019459,1972-03-24,Female
NASAW00019460,1971-12-11,Male
NASAW00019461,1971-04-19,Female
NASAW00019462,1976-10-13,Female
NASAW00019463,1971-05-20,Female
NASAW00019464,1935-05-08,Male
NASAW00019465,1934-09-02,Female
NASAW00019466,1969-07-20,Female
NASAW00019467,1969-10-09,Female
NASAW00019468,1974-08-04,Male
NASAW00019469,1968-08-13,Female
NASAW00019470,1974-09-09,Female
NASAW00019471,1968-10-30,Male
NASAW00019472,1974-02-08,Female
NASAW00019473,1974-08-22,Male
NASAW00019474,1972-04-03,Female
NASAW00019475,1971-08-31,Female
NASAW00019476,1977-10-21,Female
NASAW00019477,1972-02-19,Male
NASAW00019478,1972-06-23,Female
NASAW00019479,1974-06-04,Female
NASAW00019480,1973-10-07,Female
NASAW00019481,1973-05-11,Male
NASAW00019482,1967-12-17,Male
NASAW00019483,1945-03-30,Female
NASAW00019484,1970-08-26,Male
NASAW00019485,1971-05-02,Male
NASAW00019486,1970-09-25,Female
NASAW00019487,1970-01-11,Male
NASAW00019488,1969-12-10,Female
NASAW00019489,1969-08-05,Female
NASAW00019490,1970-05-16,Female
NASAW00019491,1980-12-08,Male
NASAW00019492,1975-04-15,Male
NASAW00019493,1969-11-09,Female
NASAW00019494,1984-09-16,Male
NASAW00019495,1984-10-31,Male
NASAW00019496,1984-07-08,Male
NASAW00019497,1984-10-23,Male
NASAW00019498,1984-08-02,Female
NASAW00019499,1969-05-22,Male
NASAW00019500,1974-05-13,Male
NASAW00019501,1973-05-07,Female
NASAW00019502,1973-01-30,Female
NASAW00019503,1967-09-23,Female
NASAW00019504,1968-02-10,Male
NASAW00019505,1983-09-09,Male
NASAW00019506,1983-12-11,Female
NASAW00019507,1983-06-10,Male
NASAW00019508,1981-04-30,Male
NASAW00019509,1981-07-18,Female
NASAW00019510,1981-11-16,Female
NASAW00019511,1981-11-16,Male
NASAW00019512,1982-01-08,Male
NASAW00019513,1985-06-02,Male
NASAW00019514,1985-11-16,Female
NASAW00019515,1986-02-13,Female
NASAW00019516,1980-07-08,Female
NASAW00019517,1981-03-21,Male
NASAW00019518,1980-07-09,Male
NASAW00019519,1979-04-17,Female
NASAW00019520,1984-02-17,Female
NASAW00019521,1978-09-22,Female
NASAW00019522,1985-08-12,Male
NASAW00019523,1983-08-23,Female
NASAW00019524,1983-08-03,Female
NASAW00019525,1965-11-21,Female
NASAW00019526,1972-12-31,Female
NASAW00019527,1978-06-12,Male
NASAW00019528,1972-11-10,Female
NASAW00019529,1978-08-05,Female
NASAW00019530,1972-12-31,Female
NASAW00019531,1973-04-04,Male
NASAW00019532,1972-07-31,Female
NASAW00019533,1972-10-02,Female
NASAW00019534,1972-12-21,Male
NASAW00019535,1973-01-18,Male
NASAW00019536,1965-11-07,Female
NASAW00019537,1971-10-02,Female
NASAW00019538,1965-10-07,Male
NASAW00019539,1965-03-26,Female
NASAW00019540,1965-04-01,Female
NASAW00019541,1964-09-05,Female
NASAW00019542,1965-01-17,Male
NASAW00019543,1965-01-07,Male
NASAW00019544,1964-09-04,Female
NASAW00019545,1980-10-14,Male
NASAW00019546,1963-12-07,Male
NASAW00019547,1974-08-11,Female
NASAW00019548,1964-04-16,Female
NASAW00019549,1964-02-18,Male
NASAW00019550,1969-10-06,Male
NASAW00019551,1969-01-29,Male
NASAW00019552,1969-07-03,Female
NASAW00019553,1964-04-03,Female
NASAW00019554,1969-10-02,Male
NASAW00019555,1974-07-21,Male
NASAW00019556,1974-12-31,Female
NASAW00019557,1974-03-08,Female
NASAW00019558,1975-09-05,Female
NASAW00019559,1981-12-13,Male
NASAW00019560,1981-04-23,Male
NASAW00019561,1975-11-17,Male
NASAW00019562,1974-03-22,Female
NASAW00019563,1974-04-15,Female
NASAW00019564,1979-12-12,Male
NASAW00019565,1984-08-02,Female
NASAW00019566,1973-08-04,Male
NASAW00019567,1972-12-10,Female
NASAW00019568,1975-03-06,Female
NASAW00019569,1978-12-09,Female
NASAW00019570,1972-11-10,Female
NASAW00019571,1978-08-09,Female
NASAW00019572,1978-04-17,Female
NASAW00019573,1978-11-10,Female
NASAW00019574,1971-08-10,Female
NASAW00019575,1983-02-20,Male
NASAW00019576,1971-07-20,Female
NASAW00019577,1977-08-16,Male
NASAW00019578,1971-02-11,Male
NASAW00019579,1971-02-24,Female
NASAW00019580,1971-03-04,Male
NASAW00019581,1970-08-08,Male
NASAW00019582,1974-03-25,Female
NASAW00019583,1973-11-12,Male
NASAW00019584,1979-05-05,Male
NASAW00019585,1974-05-14,Female
NASAW00019586,1973-12-04,Male
NASAW00019587,1973-12-25,Female
NASAW00019588,1974-01-01,Male
NASAW00019589,1970-03-07,Male
NASAW00019590,1980-09-16,Male
NASAW00019591,1969-08-31,Male
NASAW00019592,1974-02-21,Female
NASAW00019593,1969-04-12,Female
NASAW00019594,1969-02-14,Female
NASAW00019595,1968-09-12,Male
NASAW00019596,1974-05-07,Male
NASAW00019597,1984-03-20,Male
NASAW00019598,1973-12-05,Female
NASAW00019599,1972-02-01,Male
NASAW00019600,1967-02-11,Female
NASAW00019601,1966-07-17,Male
NASAW00019602,1971-10-09,Male
NASAW00019603,1972-05-18,Female
NASAW00019604,1972-03-05,Female
NASAW00019605,1971-11-24,Male
NASAW00019606,1937-11-20,Male
NASAW00019607,1970-08-21,Male
NASAW00019608,1982-04-23,Male
NASAW00019609,1969-12-20,Female
NASAW00019610,1970-06-19,Female
NASAW00019611,1969-04-13,Female
NASAW00019612,1974-02-22,Male
NASAW00019613,1980-03-15,Male
NASAW00019614,1969-01-31,Male
NASAW00019615,1973-11-29,Male
NASAW00019616,1967-12-02,Female
NASAW00019617,1973-03-12,Male
NASAW00019618,1967-11-07,Male
NASAW00019619,1968-05-10,Male
NASAW00019620,1972-11-12,Male
NASAW00019621,1963-12-04,Female
NASAW00019622,1964-06-24,Male
NASAW00019623,1964-05-09,Female
NASAW00019624,1962-07-09,Male
NASAW00019625,1973-09-12,Male
NASAW00019626,1971-10-05,Male
NASAW00019627,1965-08-03,Female
NASAW00019628,1962-05-07,Female
NASAW00019629,1961-08-13,Female
NASAW00019630,1962-03-13,Female
NASAW00019631,1964-03-22,Male
NASAW00019632,1955-04-22,Male
NASAW00019633,1982-02-21,Female
NASAW00019634,1980-10-08,Male
NASAW00019635,1982-04-27,Female
NASAW00019636,1982-05-17,Female
NASAW00019637,1982-01-04,Male
NASAW00019638,1986-04-25,Female
NASAW00019639,1985-09-12,Male
NASAW00019640,1986-03-17,Male
NASAW00019641,1985-09-18,Male
NASAW00019642,1984-09-05,Female
NASAW00019643,1984-06-21,Female
NASAW00019644,1983-03-20,Female
NASAW00019645,1982-07-18,Male
NASAW00019646,1985-01-01,Male
NASAW00019647,1985-04-16,Female
NASAW00019648,1985-04-02,Female
NASAW00019649,1985-02-22,Female
NASAW00019650,1944-10-24,Female
NASAW00019651,1945-05-13,Male
NASAW00019652,1948-05-15,Male
NASAW00019653,1947-09-12,Female
NASAW00019654,1981-10-15,Male
NASAW00019655,1982-05-14,Female
NASAW00019656,1980-02-20,Female
NASAW00019657,1977-09-19,Female
NASAW00019658,1973-10-02,Male
NASAW00019659,1974-11-18,Male
NASAW00019660,1968-08-03,Male
NASAW00019661,1973-08-24,Male
NASAW00019662,1979-05-17,Female
NASAW00019663,1985-05-11,Male
NASAW00019664,1979-07-14,Male
NASAW00019665,1973-10-10,Male
NASAW00019666,1950-06-05,Female
NASAW00019667,1950-01-14,Male
NASAW00019668,1984-04-10,Male
NASAW00019669,1983-10-25,Female
NASAW00019670,1983-09-13,Male
NASAW00019671,1983-12-30,Male
NASAW00019672,1950-12-14,Female
NASAW00019673,1950-08-13,Male
NASAW00019674,1951-03-27,Female
NASAW00019675,1951-09-07,Male
NASAW00019676,1952-03-14,Female
NASAW00019677,1957-11-15,Male
NASAW00019678,1977-02-03,Male
NASAW00019679,1982-03-07,Male
NASAW00019680,1977-06-01,Female
NASAW00019681,1983-09-06,Female
NASAW00019682,1978-02-04,Male
NASAW00019683,1977-07-06,Male
NASAW00019684,1975-08-31,Female
NASAW00019685,1969-09-13,Female
NASAW00019686,1969-12-19,Male
NASAW00019687,1969-11-29,Male
NASAW00019688,1961-08-11,Male
NASAW00019689,1961-09-08,Female
NASAW00019690,1945-05-18,Male
NASAW00019691,1968-08-31,Female
NASAW00019692,1969-05-14,Male
NASAW00019693,1968-06-26,Female
NASAW00019694,1968-03-13,Female
NASAW00019695,1973-12-14,Male
NASAW00019696,1967-08-09,Male
NASAW00019697,1967-11-25,Female
NASAW00019698,1967-10-30,Female
NASAW00019699,1972-05-08,Female
NASAW00019700,1972-07-09,Male
NASAW00019701,1960-12-18,Female
NASAW00019702,1961-03-31,Male
NASAW00019703,1961-03-31,Female
NASAW00019704,1960-12-23,Male
NASAW00019705,1960-08-29,Female
NASAW00019706,1961-04-10,Male
NASAW00019707,1965-07-19,Male
NASAW00019708,1941-03-08,Female
NASAW00019709,1941-11-17,Male
NASAW00019710,1966-04-06,Female
NASAW00019711,1966-05-25,Male
NASAW00019712,1966-05-23,Male
NASAW00019713,1971-08-05,Female
NASAW00019714,1971-03-24,Female
NASAW00019715,1965-12-05,Male
NASAW00019716,1965-04-22,Male
NASAW00019717,1965-08-02,Male
NASAW00019718,1959-11-10,Female
NASAW00019719,1964-02-16,Male
NASAW00019720,1959-03-21,Female
NASAW00019721,1958-10-10,Male
NASAW00019722,1964-09-09,Male
NASAW00019723,1964-08-05,Female
NASAW00019724,1964-03-08,Male
NASAW00019725,1958-04-03,Female
NASAW00019726,1942-10-01,Male
NASAW00019727,1953-09-21,Female
NASAW00019728,1944-04-09,Male
NASAW00019729,1943-10-30,Female
NASAW00019730,1944-02-18,Male
NASAW00019731,1943-12-19,Male
NASAW00019732,1950-05-14,Male
NASAW00019733,1945-04-19,Female
NASAW00019734,1944-12-08,Female
NASAW00019735,1945-04-12,Female
NASAW00019736,1945-08-27,Female
NASAW00019737,1951-08-16,Female
NASAW00019738,1946-01-22,Male
NASAW00019739,1945-08-01,Male
NASAW00019740,1946-05-21,Female
NASAW00019741,1946-05-21,Female
NASAW00019742,1946-12-09,Female
NASAW00019743,1947-02-07,Female
NASAW00019744,1947-01-31,Female
NASAW00019745,1952-09-14,Female
NASAW00019746,1952-08-17,Female
NASAW00019747,1948-06-17,Male
NASAW00019748,1951-12-19,Male
NASAW00019749,1984-03-15,Female
NASAW00019750,1982-12-03,Male
NASAW00019751,1983-01-03,Female
NASAW00019752,1959-09-23,Female
NASAW00019753,1953-11-18,Female
NASAW00019754,1983-01-19,Male
NASAW00019755,1982-12-22,Female
NASAW00019756,1983-01-31,Male
NASAW00019757,1981-11-06,Female
NASAW00019758,1982-06-24,Male
NASAW00019759,1981-10-04,Female
NASAW00019760,1981-10-30,Female
NASAW00019761,1955-12-09,Male
NASAW00019762,1961-06-20,Male
NASAW00019763,1961-10-05,Male
NASAW00019764,1956-10-15,Male
NASAW00019765,1957-03-15,Male
NASAW00019766,1957-01-29,Male
NASAW00019767,1985-08-13,Male
NASAW00019768,1986-04-15,Male
NASAW00019769,1986-01-24,Female
NASAW00019770,1963-02-19,Female
NASAW00019771,1958-01-08,Female
NASAW00019772,1965-05-06,Male
NASAW00019773,1959-09-08,Male
NASAW00019774,1981-05-06,Female
NASAW00019775,1980-10-23,Female
NASAW00019776,1980-11-18,Female
NASAW00019777,1986-05-15,Male
NASAW00019778,1981-02-12,Female
NASAW00019779,1978-07-10,Female
NASAW00019780,1979-06-10,Female
NASAW00019781,1981-09-30,Female
NASAW00019782,1960-10-15,Male
NASAW00019783,1966-05-04,Male
NASAW00019784,1961-03-17,Female
NASAW00019785,1966-07-09,Female
NASAW00019786,1962-01-25,Female
NASAW00019787,1961-12-26,Male
NASAW00019788,1967-06-15,Female
NASAW00019789,1961-10-08,Female
NASAW00019790,1962-04-25,Female
NASAW00019791,1961-10-06,Male
NASAW00019792,1963-02-23,Female
NASAW00019793,1962-11-19,Female
NASAW00019794,1968-11-08,Male
NASAW00019795,1963-07-13,Male
NASAW00019796,1964-05-12,Male
NASAW00019797,1964-05-23,Male
NASAW00019798,1970-05-06,Female
NASAW00019799,1978-12-15,Male
NASAW00019800,1978-09-10,Female
NASAW00019801,1985-10-04,Male
NASAW00019802,1980-01-10,Female
NASAW00019803,1985-10-04,Male
NASAW00019804,1985-08-13,Male
NASAW00019805,1985-08-02,Female
NASAW00019806,1979-08-22,Female
NASAW00019807,1964-10-21,Female
NASAW00019808,1971-07-26,Female
NASAW00019809,1977-10-20,Male
NASAW00019810,1963-04-14,Male
NASAW00019811,1963-04-21,Male
NASAW00019812,1968-08-13,Female
NASAW00019813,1962-07-16,Female
NASAW00019814,1962-08-12,Male
NASAW00019815,1962-10-06,Male
NASAW00019816,1968-11-15,Male
NASAW00019817,1967-08-05,Female
NASAW00019818,1961-07-17,Female
NASAW00019819,1961-11-09,Male
NASAW00019820,1961-08-31,Female
NASAW00019821,1972-12-08,Female
NASAW00019822,1976-01-24,Male
NASAW00019823,1971-04-26,Female
NASAW00019824,1970-11-13,Male
NASAW00019825,1970-08-13,Male
NASAW00019826,1975-08-02,Male
NASAW00019827,1975-03-08,Male
NASAW00019828,1969-07-05,Female
NASAW00019829,1969-03-02,Male
NASAW00019830,1973-12-20,Female
NASAW00019831,1968-02-20,Male
NASAW00019832,1978-05-21,Female
NASAW00019833,1947-08-22,Female
NASAW00019834,1948-02-02,Male
NASAW00019835,1947-07-09,Female
NASAW00019836,1948-02-02,Male
NASAW00019837,1958-09-04,Male
NASAW00019838,1948-04-16,Male
NASAW00019839,1949-01-19,Female
NASAW00019840,1949-03-10,Female
NASAW00019841,1954-09-30,Female
NASAW00019842,1948-10-29,Female
NASAW00019843,1954-06-16,Male
NASAW00019844,1949-03-02,Female
NASAW00019845,1948-08-07,Male
NASAW00019846,1949-04-20,Male
NASAW00019847,1948-08-25,Male
NASAW00019848,1948-08-12,Male
NASAW00019849,1955-04-12,Male
NASAW00019850,1950-01-14,Male
NASAW00019851,1950-12-02,Male
NASAW00019852,1951-04-22,Male
NASAW00019853,1957-08-09,Male
NASAW00019854,1952-04-15,Female
NASAW00019855,1957-02-22,Male
NASAW00019856,1951-12-14,Female
NASAW00019857,1952-03-12,Female
NASAW00019858,1952-04-21,Female
NASAW00019859,1952-01-08,Female
NASAW00019860,1953-04-11,Female
NASAW00019861,1953-03-03,Female
NASAW00019862,1954-02-07,Female
NASAW00019863,1954-03-13,Female
NASAW00019864,1954-06-16,Male
NASAW00019865,1953-08-04,Female
NASAW00019866,1953-12-15,Male
NASAW00019867,1954-06-19,Male
NASAW00019868,1954-06-23,Male
NASAW00019869,1953-11-18,Female
NASAW00019870,1960-10-13,Male
NASAW00019871,1960-03-13,Male
NASAW00019872,1966-09-19,Female
NASAW00019873,1956-01-31,Male
NASAW00019874,1966-09-19,Female
NASAW00019875,1955-11-16,Male
NASAW00019876,1955-12-11,Male
NASAW00019877,1961-04-19,Male
NASAW00019878,1956-01-24,Female
NASAW00019879,1955-11-14,Male
NASAW00019880,1955-11-13,Female
NASAW00019881,1955-10-19,Male
NASAW00019882,1955-12-21,Male
NASAW00019883,1956-04-16,Male
NASAW00019884,1962-04-05,Male
NASAW00019885,1957-03-21,Male
NASAW00019886,1957-01-29,Male
NASAW00019887,1957-06-16,Female
NASAW00019888,1956-07-02,Male
NASAW00019889,1957-12-19,Female
NASAW00019890,1963-08-19,Male
NASAW00019891,1958-05-16,Female
NASAW00019892,1957-11-20,Male
NASAW00019893,1963-02-18,Male
NASAW00019894,1958-01-10,Male
NASAW00019895,1963-02-19,Male
NASAW00019896,1963-02-12,Female
NASAW00019897,1958-10-05,Female
NASAW00019898,1963-11-07,Female
NASAW00019899,1973-09-12,Male
NASAW00019900,1962-08-08,Female
NASAW00019901,1968-10-19,Male
NASAW00019902,1962-03-12,Male
NASAW00019903,1962-06-03,Male
NASAW00019904,1961-09-11,Female
NASAW00019905,1967-10-18,Female
NASAW00019906,1961-10-31,Male
NASAW00019907,1961-04-03,Male
NASAW00019908,1961-01-04,Female
NASAW00019909,1960-09-05,Male
NASAW00019910,1960-12-01,Male
NASAW00019911,1961-01-15,Female
NASAW00019912,1977-05-24,Female
NASAW00019913,1949-12-03,Female
NASAW00019914,1949-10-25,Male
NASAW00019915,1950-03-20,Female
NASAW00019916,1950-06-05,Female
NASAW00019917,1955-02-04,Female
NASAW00019918,1949-10-17,Female
NASAW00019919,1956-07-17,Female
NASAW00019920,1951-10-07,Female
NASAW00019921,1957-02-01,Female
NASAW00019922,1960-04-23,Female
NASAW00019923,1960-05-02,Male
NASAW00019924,1965-04-16,Male
NASAW00019925,1960-05-13,Female
NASAW00019926,1959-11-03,Female
NASAW00019927,1960-01-23,Male
NASAW00019928,1965-05-31,Female
NASAW00019929,1964-09-12,Male
NASAW00019930,1959-02-03,Male
NASAW00019931,1964-11-18,Male
NASAW00019932,1969-01-18,Male
NASAW00019933,1963-02-12,Female
NASAW00019934,1956-12-24,Male
NASAW00019935,1957-06-20,Male
NASAW00019936,1961-09-08,Male
NASAW00019937,1956-06-18,Male
NASAW00019938,1956-01-24,Female
NASAW00019939,1956-02-02,Male
NASAW00019940,1971-02-08,Female
NASAW00019941,1954-09-08,Male
NASAW00019942,1960-08-04,Male
NASAW00019943,1953-08-26,Male
NASAW00019944,1954-02-07,Male
NASAW00019945,1952-12-19,Male
NASAW00019946,1952-12-06,Female
NASAW00019947,1986-05-22,Male
NASAW00019948,1981-04-20,Female
NASAW00019949,1982-06-25,Female
NASAW00019950,1981-07-10,Male
NASAW00019951,1982-01-23,Male
NASAW00019952,1980-09-24,Female
NASAW00019953,1979-08-23,Male
NASAW00019954,1980-01-31,Male
NASAW00019955,1984-05-08,Male
NASAW00019956,1984-12-20,Female
NASAW00019957,1979-09-16,Male
NASAW00019958,1984-12-02,Female
NASAW00019959,1984-03-07,Female
NASAW00019960,1978-08-02,Male
NASAW00019961,1977-08-04,Female
NASAW00019962,1979-04-07,Male
NASAW00019963,1979-05-20,Male
NASAW00019964,1978-12-09,Female
NASAW00019965,1979-05-13,Male
NASAW00019966,1983-07-20,Female
NASAW00019967,1983-10-29,Male
NASAW00019968,1983-07-25,Female
NASAW00019969,1982-03-21,Male
NASAW00019970,1978-05-08,Female
NASAW00019971,1977-01-01,Male
NASAW00019972,1982-11-13,Female
NASAW00019973,1981-10-11,Male
NASAW00019974,1976-02-10,Male
NASAW00019975,1976-03-15,Female
NASAW00019976,1975-10-05,Female
NASAW00019977,1976-04-08,Female
NASAW00019978,1976-10-25,Male
NASAW00019979,1977-06-22,Female
NASAW00019980,1970-01-31,Female
NASAW00019981,1977-09-15,Female
NASAW00019982,1977-07-21,Male
NASAW00019983,1975-11-17,Male
NASAW00019984,1975-12-05,Female
NASAW00019985,1975-03-24,Female
NASAW00019986,1980-07-09,Female
NASAW00019987,1977-01-15,Female
NASAW00019988,1982-04-06,Male
NASAW00019989,1982-01-09,Male
NASAW00019990,1977-02-04,Male
NASAW00019991,1982-10-14,Male
NASAW00019992,1976-11-30,Female
NASAW00019993,1975-05-20,Male
NASAW00019994,1979-10-19,Female
NASAW00019995,1973-10-07,Female
NASAW00019996,1979-05-10,Male
NASAW00019997,1973-12-04,Female
NASAW00019998,1978-10-01,Female
NASAW00019999,1972-07-15,Female
NASAW00020000,1981-10-19,Male
NASAW00020001,1975-07-05,Female
NASAW00020002,1975-11-03,Female
NASAW00020003,1975-12-19,Male
NASAW00020004,1976-05-06,Female
NASAW00020005,1973-04-14,Male
NASAW00020006,1973-01-04,Female
NASAW00020007,1973-03-02,Female
